player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
568,Martin,Stranzl,Martin Stranzl,2015,18,martin-stranzl,Austria,Güssing,Austria,1980-06-16 00:00:00,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/568-1437474557.jpg?lm=1,https://www.transfermarkt.co.uk/martin-stranzl/profil/spieler/568,L1,Borussia Verein für Leibesübungen 1900 Mönchengladbach,1000000.0,4500000.0
597,Aleksandr,Hleb,Aleksandr Hleb,2016,2696,aleksandr-hleb,UdSSR,Minsk,Belarus,1981-05-01 00:00:00,Attacking Midfield,Midfield,,,,fair-sport GmbH,https://img.a.transfermarkt.technology/portrait/header/597-1565344980.png?lm=1,https://www.transfermarkt.co.uk/aleksandr-hleb/profil/spieler/597,RU1,PFK Krylya Sovetov Samara,150000.0,19000000.0
690,Ivan,Klasnic,Ivan Klasnic,2012,39,ivan-klasnic,Germany,Hamburg,Croatia,1980-01-29 00:00:00,Centre-Forward,Attack,,,,,https://img.a.transfermarkt.technology/portrait/header/690-1684327921.jpg?lm=1,https://www.transfermarkt.co.uk/ivan-klasnic/profil/spieler/690,L1,1. Fußball- und Sportverein Mainz 05,500000.0,12000000.0
755,Deniz,Baris,Deniz Baris,2013,589,deniz-baris,Turkey,Erzincan,Turkey,1977-07-02 00:00:00,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/deniz-baris/profil/spieler/755,TR1,Antalyaspor,300000.0,2000000.0
1075,Andriy,Voronin,Andriy Voronin,2013,121,andriy-voronin,UdSSR,Odessa,Ukraine,1979-07-21 00:00:00,Second Striker,Attack,,,,Andrei Golovash,https://img.a.transfermarkt.technology/portrait/header/1075-1461328176.jpg?lm=1,https://www.transfermarkt.co.uk/andriy-voronin/profil/spieler/1075,RU1,FK Dinamo Moskva,500000.0,8000000.0
1083,Julian,de Guzmán,Julian de Guzmán,2013,128,julian-de-guzman,Canada,"Toronto, Ontario",Canada,1981-03-25 00:00:00,Defensive Midfield,Midfield,,,,,https://img.a.transfermarkt.technology/portrait/header/s_1083_109_2013_06_10_1.jpg?lm=1,https://www.transfermarkt.co.uk/julian-de-guzman/profil/spieler/1083,GR1,AO Xanthi,250000.0,5000000.0
1161,Javier,Zanetti,Javier Zanetti,2013,46,javier-zanetti,Argentina,Dock Sud,Argentina,1973-08-10 00:00:00,Right-Back,Defender,right,178.0,,,https://img.a.transfermarkt.technology/portrait/header/1161-1463994546.jpg?lm=1,https://www.transfermarkt.co.uk/javier-zanetti/profil/spieler/1161,IT1,Football Club Internazionale Milano S.p.A.,1000000.0,11000000.0
1321,Jermaine,Jones,Jermaine Jones,2013,114,jermaine-jones,Germany,Frankfurt am Main,United States,1981-11-03 00:00:00,Defensive Midfield,Midfield,both,184.0,,,https://img.a.transfermarkt.technology/portrait/header/1321-1587709287.jpg?lm=1,https://www.transfermarkt.co.uk/jermaine-jones/profil/spieler/1321,TR1,Beşiktaş Jimnastik Kulübü,600000.0,8000000.0
1327,Alou,Diarra,Alou Diarra,2016,1159,alou-diarra,France,Villepinte,France,1981-07-15 00:00:00,Defensive Midfield,Midfield,right,189.0,,,https://img.a.transfermarkt.technology/portrait/header/s_1327_379_2013_09_26_1.jpg?lm=1,https://www.transfermarkt.co.uk/alou-diarra/profil/spieler/1327,FR1,AS Nancy-Lorraine,250000.0,14500000.0
1368,Guy,Demel,Guy Demel,2015,1519,guy-demel,France,Orsay,Cote d'Ivoire,1981-06-13 00:00:00,Right-Back,Defender,,,,FAME US Sport Agency,https://img.a.transfermarkt.technology/portrait/header/s_1368_41_2010_1.jpg?lm=1,https://www.transfermarkt.co.uk/guy-demel/profil/spieler/1368,SC1,Dundee United Football Club,150000.0,6000000.0
1397,Michael,Owen,Michael Owen,2012,512,michael-owen,England,Chester,England,1979-12-14 00:00:00,Centre-Forward,Attack,both,173.0,,,https://img.a.transfermarkt.technology/portrait/header/1397-1476361136.jpg?lm=1,https://www.transfermarkt.co.uk/michael-owen/profil/spieler/1397,GB1,Stoke City,1000000.0,30000000.0
1532,Wesley,Sonck,Wesley Sonck,2012,28643,wesley-sonck,Belgium,Ninove,Belgium,1978-08-09 00:00:00,,Missing,right,174.0,,,https://img.a.transfermarkt.technology/portrait/header/s_1532_515_2013_10_10_1.jpg?lm=1,https://www.transfermarkt.co.uk/wesley-sonck/profil/spieler/1532,BE1,SK Beveren,200000.0,8000000.0
1560,Youssef,El Akchaoui,Youssef El Akchaoui,2012,306,youssef-el-akchaoui,Netherlands,Dordrecht,Morocco,1981-02-18 00:00:00,Left-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/1560-1649145914.jpg?lm=1,https://www.transfermarkt.co.uk/youssef-el-akchaoui/profil/spieler/1560,NL1,Sportclub Heerenveen,350000.0,1750000.0
1587,Mario,Eggimann,Mario Eggimann,2012,42,mario-eggimann,Switzerland,Brugg,Switzerland,,Centre-Back,Defender,right,190.0,,,https://img.a.transfermarkt.technology/portrait/header/1587-1406722979.jpg?lm=1,https://www.transfermarkt.co.uk/mario-eggimann/profil/spieler/1587,L1,Hannover 96,400000.0,3000000.0
1684,Milorad,Pekovic,Milorad Pekovic,2012,65,milorad-pekovic,Jugoslawien (SFR),Nikšić,Montenegro,1977-08-05 00:00:00,Defensive Midfield,Midfield,left,189.0,,,https://img.a.transfermarkt.technology/portrait/header/1684-1544006404.jpg?lm=1,https://www.transfermarkt.co.uk/milorad-pekovic/profil/spieler/1684,L1,SpVgg Greuther Fürth,150000.0,1500000.0
1772,Du-ri,Cha,Du-ri Cha,2012,38,du-ri-cha,Germany,Frankfurt am Main,"Korea, South",1980-07-25 00:00:00,Right-Back,Defender,right,181.0,,,https://img.a.transfermarkt.technology/portrait/header/s_1772_38_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/du-ri-cha/profil/spieler/1772,L1,Fortuna Düsseldorf,825000.0,1500000.0
2309,Zvjezdan,Misimovic,Zvjezdan Misimovic,2012,121,zvjezdan-misimovic,Germany,München,Bosnia-Herzegovina,1982-06-05 00:00:00,Attacking Midfield,Midfield,both,179.0,,LIAN Sports Group,https://img.a.transfermarkt.technology/portrait/header/2309-1461328638.jpg?lm=1,https://www.transfermarkt.co.uk/zvjezdan-misimovic/profil/spieler/2309,RU1,FK Dinamo Moskva,700000.0,14500000.0
2334,Marcel,Ndjeng,Marcel Ndjeng,2014,44,marcel-ndjeng,Germany,Bonn,Cameroon,1982-05-06 00:00:00,Right Midfield,Midfield,right,180.0,,,https://img.a.transfermarkt.technology/portrait/header/2334-1438173952.jpg?lm=1,https://www.transfermarkt.co.uk/marcel-ndjeng/profil/spieler/2334,L1,Hertha BSC,50000.0,1500000.0
2712,Nando,Rafael,Nando Rafael,2012,38,nando-rafael,Angola,Luanda,Angola,1984-01-10 00:00:00,Centre-Forward,Attack,both,180.0,,,https://img.a.transfermarkt.technology/portrait/header/2712-1438178524.jpg?lm=1,https://www.transfermarkt.co.uk/nando-rafael/profil/spieler/2712,L1,Fortuna Düsseldorf,250000.0,2000000.0
2878,Yassin,Mikari,Yassin Mikari,2012,750,yassin-mikari,Switzerland,Zürich,Tunisia,1983-01-09 00:00:00,Left-Back,Defender,left,172.0,,Rhein AG,https://img.a.transfermarkt.technology/portrait/header/s_2878_750_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/yassin-mikari/profil/spieler/2878,FR1,FC Sochaux-Montbéliard,150000.0,2800000.0
2904,Rafa,Márquez,Rafa Márquez,2015,276,rafa-marquez,Mexico,Zamora de Hidalgo,Mexico,1979-02-13 00:00:00,Centre-Back,Defender,right,184.0,,Gestifute,https://img.a.transfermarkt.technology/portrait/header/2904-1449060939.jpg?lm=1,https://www.transfermarkt.co.uk/rafa-marquez/profil/spieler/2904,IT1,Verona Hellas Football Club,800000.0,16000000.0
2999,Chris,Iwelumo,Chris Iwelumo,2013,2578,chris-iwelumo,Scotland,Coatbridge,Scotland,1978-08-01 00:00:00,Centre-Forward,Attack,,,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/chris-iwelumo/profil/spieler/2999,SC1,Saint Johnstone Football Club,250000.0,2500000.0
3098,Olof,Mellberg,Olof Mellberg,2014,190,olof-mellberg,Sweden,Gullspång,Sweden,1977-09-03 00:00:00,Centre-Back,Defender,right,187.0,,ManMark S.A.,https://img.a.transfermarkt.technology/portrait/header/s_3098_190_2013_10_07_1.jpg?lm=1,https://www.transfermarkt.co.uk/olof-mellberg/profil/spieler/3098,DK1,Football Club København,300000.0,9000000.0
3132,Florin,Cernat,Florin Cernat,2013,126,florin-cernat,Romania,Galaţi,Romania,1980-03-10 00:00:00,Attacking Midfield,Midfield,left,168.0,,,https://img.a.transfermarkt.technology/portrait/header/s_3132_126_2013_09_13_1.jpg?lm=1,https://www.transfermarkt.co.uk/florin-cernat/profil/spieler/3132,TR1,Çaykur Rizespor Kulübü,100000.0,2800000.0
3146,Shay,Given,Shay Given,2016,512,shay-given,Ireland,Lifford,Ireland,1976-04-20 00:00:00,Goalkeeper,Goalkeeper,right,185.0,,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/3146-1410949943.jpg?lm=1,https://www.transfermarkt.co.uk/shay-given/profil/spieler/3146,GB1,Stoke City,250000.0,10000000.0
3151,Carlo,Cudicini,Carlo Cudicini,2012,148,carlo-cudicini,Italy,Milano,Italy,1973-09-06 00:00:00,Goalkeeper,Goalkeeper,right,184.0,,,https://img.a.transfermarkt.technology/portrait/header/s_3151_148_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/carlo-cudicini/profil/spieler/3151,GB1,Tottenham Hotspur Football Club,500000.0,4000000.0
3172,Quique,de Lucas,Quique de Lucas,2012,940,quique-de-lucas,Spain,L'Hospitalet de Llobregat,Spain,1978-08-17 00:00:00,Attacking Midfield,Midfield,right,175.0,,,https://img.a.transfermarkt.technology/portrait/header/3172-1568104853.jpg?lm=1,https://www.transfermarkt.co.uk/quique-de-lucas/profil/spieler/3172,ES1,Real Club Celta de Vigo S. A. D.,100000.0,4000000.0
3176,Eidur,Gudjohnsen,Eidur Gudjohnsen,2013,2282,eidur-gudjohnsen,Iceland,Reykjavík,Iceland,1978-09-15 00:00:00,Centre-Forward,Attack,right,185.0,,Total Football,https://img.a.transfermarkt.technology/portrait/header/3176-1462872872.jpg?lm=1,https://www.transfermarkt.co.uk/eidur-gudjohnsen/profil/spieler/3176,BE1,Club Brugge Koninklijke Voetbalvereniging,200000.0,12000000.0
3201,Stathis,Tavlaridis,Stathis Tavlaridis,2015,265,stathis-tavlaridis,Greece,Serres,Greece,1980-01-25 00:00:00,Centre-Back,Defender,right,186.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/stathis-tavlaridis/profil/spieler/3201,GR1,Panathinaikos Athlitikos Omilos,150000.0,5000000.0
3220,John Arne,Riise,John Arne Riise,2013,931,john-arne-riise,Norway,Ålesund,Norway,1980-09-24 00:00:00,Left-Back,Defender,left,185.0,,,https://img.a.transfermarkt.technology/portrait/header/3220-1465813573.jpg?lm=1,https://www.transfermarkt.co.uk/john-arne-riise/profil/spieler/3220,GB1,Fulham Football Club,700000.0,15000000.0
3269,Calvin,Zola,Calvin Zola,2013,370,calvin-zola,Zaire,Kinshasa,DR Congo,1984-12-31 00:00:00,Centre-Forward,Attack,right,191.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/calvin-zola/profil/spieler/3269,SC1,Aberdeen Football Club,300000.0,500000.0
3270,Joseph,Yobo,Joseph Yobo,2013,1123,joseph-yobo,Nigeria,Kono,Nigeria,1980-09-06 00:00:00,Centre-Back,Defender,right,188.0,,,https://img.a.transfermarkt.technology/portrait/header/3270-1404201553.jpg?lm=1,https://www.transfermarkt.co.uk/joseph-yobo/profil/spieler/3270,GB1,Norwich City,750000.0,11500000.0
3297,Craig,Bellamy,Craig Bellamy,2013,603,craig-bellamy,Wales,Cardiff,Wales,1979-07-13 00:00:00,Left Winger,Attack,right,173.0,,,https://img.a.transfermarkt.technology/portrait/header/3297-1481635425.jpg?lm=1,https://www.transfermarkt.co.uk/craig-bellamy/profil/spieler/3297,GB1,Cardiff City,1000000.0,13000000.0
3321,Luke,Wilkshire,Luke Wilkshire,2016,3725,luke-wilkshire,Australia,Wollongong,Australia,1981-10-02 00:00:00,Right-Back,Defender,right,176.0,,,https://img.a.transfermarkt.technology/portrait/header/3321-1489581306.jpg?lm=1,https://www.transfermarkt.co.uk/luke-wilkshire/profil/spieler/3321,RU1,RFK Akhmat Grozny,100000.0,5000000.0
3413,Rodrigo,Tello,Rodrigo Tello,2013,2292,rodrigo-tello,Chile,Santiago de Chile,Chile,1979-10-14 00:00:00,Left Winger,Attack,left,170.0,,,https://img.a.transfermarkt.technology/portrait/header/s_3413_825_2013_09_06_1.jpg?lm=1,https://www.transfermarkt.co.uk/rodrigo-tello/profil/spieler/3413,TR1,Elazigspor,200000.0,8000000.0
3428,Dejan,Stankovic,Dejan Stankovic,2012,46,dejan-stankovic,Jugoslawien (SFR),Belgrade,Serbia,1978-09-11 00:00:00,Central Midfield,Midfield,right,181.0,,,https://img.a.transfermarkt.technology/portrait/header/3428-1461242093.jpg?lm=1,https://www.transfermarkt.co.uk/dejan-stankovic/profil/spieler/3428,IT1,Football Club Internazionale Milano S.p.A.,500000.0,24500000.0
3480,Hugo,Viana,Hugo Viana,2012,1075,hugo-viana,Portugal,Barcelos,Portugal,1983-01-15 00:00:00,Attacking Midfield,Midfield,left,178.0,,Gestifute,https://img.a.transfermarkt.technology/portrait/header/s_3480_1075_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/hugo-viana/profil/spieler/3480,PO1,Sporting Clube de Braga,3000000.0,9000000.0
3495,Dudu,Aouate,Dudu Aouate,2012,237,dudu-aouate,Israel,Nazareth Illit,Israel,1977-10-17 00:00:00,Goalkeeper,Goalkeeper,,188.0,,,https://img.a.transfermarkt.technology/portrait/header/s_3495_237_2012_10_24_1.jpg?lm=1,https://www.transfermarkt.co.uk/dudu-aouate/profil/spieler/3495,ES1,Real Club Deportivo Mallorca S.A.D.,100000.0,3500000.0
3515,Mark,van Bommel,Mark van Bommel,2012,383,mark-van-bommel,Netherlands,Maasbracht,Netherlands,1977-04-22 00:00:00,Defensive Midfield,Midfield,right,186.0,,,https://img.a.transfermarkt.technology/portrait/header/3515-1461328878.jpg?lm=1,https://www.transfermarkt.co.uk/mark-van-bommel/profil/spieler/3515,NL1,Eindhovense Voetbalvereniging Philips Sport Vereniging,800000.0,15000000.0
3531,Robert,Vittek,Robert Vittek,2012,6890,robert-vittek,CSSR,Bratislava,Slovakia,1982-04-01 00:00:00,Centre-Forward,Attack,both,188.0,,,https://img.a.transfermarkt.technology/portrait/header/3531-1581917638.png?lm=1,https://www.transfermarkt.co.uk/robert-vittek/profil/spieler/3531,TR1,İstanbul Başakşehir Futbol Kulübü,150000.0,6000000.0
3534,Roy,Carroll,Roy Carroll,2013,683,roy-carroll,Northern Ireland,Enniskillen,Northern Ireland,1977-09-30 00:00:00,Goalkeeper,Goalkeeper,right,189.0,,,https://img.a.transfermarkt.technology/portrait/header/3534-1464948583.jpg?lm=1,https://www.transfermarkt.co.uk/roy-carroll/profil/spieler/3534,GR1,Olympiakos Syndesmos Filathlon Peiraios,150000.0,2700000.0
3666,Jason,Roberts,Jason Roberts,2012,1032,jason-roberts,England,London,Grenada,1978-01-25 00:00:00,Centre-Forward,Attack,right,185.0,,,https://img.a.transfermarkt.technology/portrait/header/s_3666_164_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/jason-roberts/profil/spieler/3666,GB1,Reading FC,250000.0,4000000.0
3692,Jussi,Jääskeläinen,Jussi Jääskeläinen,2014,379,jussi-jaaskelainen,Finland,Mikkeli,Finland,1975-04-19 00:00:00,Goalkeeper,Goalkeeper,right,191.0,,,https://img.a.transfermarkt.technology/portrait/header/s_3692_355_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/jussi-jaaskelainen/profil/spieler/3692,GB1,West Ham United Football Club,150000.0,5750000.0
3900,Henri,Camara,Henri Camara,2015,6418,henri-camara,Senegal,Dakar,Senegal,1977-05-10 00:00:00,Centre-Forward,Attack,both,178.0,,Willie McKay,https://img.a.transfermarkt.technology/portrait/header/3900-1414138005.jpg?lm=1,https://www.transfermarkt.co.uk/henri-camara/profil/spieler/3900,GR1,Panetolikos Agrinio,150000.0,6500000.0
3914,Pascal,Feindouno,Pascal Feindouno,2012,2292,pascal-feindouno,Guinea,Conakry,Guinea,1981-02-27 00:00:00,Right Winger,Attack,right,176.0,,ISM,https://img.a.transfermarkt.technology/portrait/header/3914-1447919569.jpg?lm=1,https://www.transfermarkt.co.uk/pascal-feindouno/profil/spieler/3914,TR1,Elazigspor,75000.0,7500000.0
3926,Marama,Vahirua,Marama Vahirua,2012,7185,marama-vahirua,Tahiti,Papeete,Tahiti,1980-05-12 00:00:00,Second Striker,Attack,right,168.0,,,https://img.a.transfermarkt.technology/portrait/header/s_3926_7185_2013_06_13_1.jpg?lm=1,https://www.transfermarkt.co.uk/marama-vahirua/profil/spieler/3926,GR1,Panthrakikos Komotini,400000.0,5000000.0
3989,Dmitriy,Sychev,Dmitriy Sychev,2013,12438,dmitriy-sychev,UdSSR,Omsk,Russia,1983-10-26 00:00:00,Centre-Forward,Attack,right,176.0,,Pavel Andreev,https://img.a.transfermarkt.technology/portrait/header/3989-1554113637.png?lm=1,https://www.transfermarkt.co.uk/dmitriy-sychev/profil/spieler/3989,RU1,Volga Nizhniy Novgorod (- 2016),25000.0,10000000.0
4311,Maarten,Stekelenburg,Maarten Stekelenburg,2022,610,maarten-stekelenburg,,Haarlem,,1982-09-22 00:00:00,Goalkeeper,Goalkeeper,right,197.0,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/4311-1666951999.jpg?lm=1,https://www.transfermarkt.co.uk/maarten-stekelenburg/profil/spieler/4311,NL1,AFC Ajax Amsterdam,75000.0,11000000.0
4321,Steven,Pienaar,Steven Pienaar,2016,289,steven-pienaar,South Africa,"Johannesburg, Gauteng",South Africa,1982-03-17 00:00:00,Left Midfield,Midfield,both,170.0,,ExtraTime S.L.,https://img.a.transfermarkt.technology/portrait/header/4321-1485265394.jpg?lm=1,https://www.transfermarkt.co.uk/steven-pienaar/profil/spieler/4321,GB1,Sunderland AFC,500000.0,11000000.0
4429,Matthew,Amoah,Matthew Amoah,2013,1304,matthew-amoah,Ghana,Tema,Ghana,1980-10-24 00:00:00,,Missing,,,,,https://img.a.transfermarkt.technology/portrait/header/4429-1589538461.jpg?lm=1,https://www.transfermarkt.co.uk/matthew-amoah/profil/spieler/4429,NL1,Heracles Almelo,400000.0,2500000.0
5245,Alexandru,Gatcan,Alexandru Gatcan,2019,1083,alexandru-gatcan,UdSSR,Chişinău,Moldova,1984-03-27 00:00:00,Defensive Midfield,Midfield,right,186.0,,,https://img.a.transfermarkt.technology/portrait/header/5245-1609137366.png?lm=1,https://www.transfermarkt.co.uk/alexandru-gatcan/profil/spieler/5245,RU1,FK Rostov,50000.0,2000000.0
5352,Mahamadou,Diarra,Mahamadou Diarra,2013,931,mahamadou-diarra,Mali,Bamako,Mali,1981-05-18 00:00:00,Defensive Midfield,Midfield,right,182.0,,,https://img.a.transfermarkt.technology/portrait/header/s_5352_931_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/mahamadou-diarra/profil/spieler/5352,GB1,Fulham Football Club,750000.0,28000000.0
5507,Mario,Yepes,Mario Yepes,2013,800,mario-yepes,Colombia,Cali,Colombia,1976-01-13 00:00:00,Centre-Back,Defender,,,,USM GROUP ,https://img.a.transfermarkt.technology/portrait/header/s_5507_800_2013_09_20_1.jpg?lm=1,https://www.transfermarkt.co.uk/mario-yepes/profil/spieler/5507,IT1,Atalanta Bergamasca Calcio S.p.a.,100000.0,10000000.0
5516,Wilfried,Dalmat,Wilfried Dalmat,2013,6418,wilfried-dalmat,France,Tours,Saint-Martin,1982-07-17 00:00:00,Right Winger,Attack,right,176.0,,,https://img.a.transfermarkt.technology/portrait/header/5516-1617014466.jpg?lm=1,https://www.transfermarkt.co.uk/wilfried-dalmat/profil/spieler/5516,GR1,Panetolikos Agrinio,200000.0,3500000.0
5544,Johan,Audel,Johan Audel,2015,995,johan-audel,France,Nizza,Martinique,1983-12-12 00:00:00,Left Winger,Attack,,,,WSP Agency,https://img.a.transfermarkt.technology/portrait/header/s_5544_79_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/johan-audel/profil/spieler/5544,FR1,Football Club de Nantes,500000.0,3500000.0
5586,Anthar,Yahia,Anthar Yahia,2013,21957,anthar-yahia,France,Mulhouse,Algeria,1982-03-21 00:00:00,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/s_5586_3342_2013_03_16_1.jpg?lm=1,https://www.transfermarkt.co.uk/anthar-yahia/profil/spieler/5586,GR1,AO Platanias,250000.0,3500000.0
5652,Marc-Antoine,Fortuné,Marc-Antoine Fortuné,2012,984,marc-antoine-fortune,French Guiana,Cayenne,French Guiana,1981-07-02 00:00:00,Centre-Forward,Attack,right,183.0,,,https://img.a.transfermarkt.technology/portrait/header/s_5652_984_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/marc-antoine-fortune/profil/spieler/5652,GB1,West Bromwich Albion,150000.0,4500000.0
5712,Bertrand,Robert,Bertrand Robert,2012,1091,bertrand-robert,Réunion,Saint-Benoît,Réunion,1983-11-16 00:00:00,Left-Back,Defender,left,174.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/bertrand-robert/profil/spieler/5712,GR1,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,150000.0,800000.0
5768,Rubén,Olivera,Rubén Olivera,2013,430,ruben-olivera,Uruguay,Montevideo,Uruguay,1983-05-04 00:00:00,Central Midfield,Midfield,right,184.0,,,https://img.a.transfermarkt.technology/portrait/header/5768-1451058178.png?lm=1,https://www.transfermarkt.co.uk/ruben-olivera/profil/spieler/5768,IT1,Associazione Calcio Fiorentina,100000.0,8000000.0
5966,Marius,Stankevicius,Marius Stankevicius,2014,42,marius-stankevicius,UdSSR,Kaunas,Lithuania,1981-07-15 00:00:00,Centre-Back,Defender,right,190.0,,,https://img.a.transfermarkt.technology/portrait/header/5966-1617204783.jpg?lm=1,https://www.transfermarkt.co.uk/marius-stankevicius/profil/spieler/5966,L1,Hannover 96,25000.0,3000000.0
6075,Erjon,Bogdani,Erjon Bogdani,2012,1387,erjon-bogdani,Albania,Tiranë,Albania,1977-04-14 00:00:00,Centre-Forward,Attack,,,,,https://img.a.transfermarkt.technology/portrait/header/6075-1481706845.jpg?lm=1,https://www.transfermarkt.co.uk/erjon-bogdani/profil/spieler/6075,IT1,Siena FC,200000.0,6500000.0
6838,Henok,Goitom,Henok Goitom,2015,3709,henok-goitom,Sweden,Solna,Eritrea,1984-09-22 00:00:00,Centre-Forward,Attack,right,189.0,,,https://img.a.transfermarkt.technology/portrait/header/6838-1476302936.jpg?lm=1,https://www.transfermarkt.co.uk/henok-goitom/profil/spieler/6838,ES1,Getafe Club de Fútbol S.A.D. Team Dubai,200000.0,3200000.0
